### Instruction,### Human,### Assistant,text
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@reaposhi wht was interesting to me is that ceo of bitcoin dot com was actively saying that they were supporting bitcoin cash.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @reaposhi wht was interesting to me is that ceo of bitcoin dot com was actively saying that they were supporting bitcoin cash. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},More and more #hosting companies start accepting #bitcoin and other #cryptocurrencies. Just an observation.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: More and more #hosting companies start accepting #bitcoin and other #cryptocurrencies. Just an observation. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Cointelegraph Bitcoin bubble crashing really hard,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Cointelegraph Bitcoin bubble crashing really hard ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8435.77 / 6839.14€
1 bitcoin-cash = $972.047 / 788.068€
1 ethereum = $515.26 / 417.737€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8435.77 / 6839.14€
1 bitcoin-cash = $972.047 / 788.068€
1 ethereum = $515.26 / 417.737€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@mbali_ndlela if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @mbali_ndlela if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Wake the F*CK up people! If you don't own #crypto by mid-2018 then you are going to miss out 'THE CHANCE' of your life. #Bitcoin,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Wake the F*CK up people! If you don't own #crypto by mid-2018 then you are going to miss out 'THE CHANCE' of your life. #Bitcoin ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Calm before the storm...

#bitcoin #crypto",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Calm before the storm...

#bitcoin #crypto ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Bitcoin value: $8419.63,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin value: $8419.63 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@PhilakoneCrypto Bitcoin might be illegal as they found child porn links embed in the blockchain. Maybe reason why we have panic sellout,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @PhilakoneCrypto Bitcoin might be illegal as they found child porn links embed in the blockchain. Maybe reason why we have panic sellout ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@yishi888 Wish I could buy more OCN but my money is stuck in SAY 😩😩😩 praying Kucoin gives us bitcoin for the SAY so I can buy more OCN!!!,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @yishi888 Wish I could buy more OCN but my money is stuck in SAY 😩😩😩 praying Kucoin gives us bitcoin for the SAY so I can buy more OCN!!! ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@rogerkver @Falkvinge But in saying that I think Bitcoin Cash touches most ppl in a bad place...,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @rogerkver @Falkvinge But in saying that I think Bitcoin Cash touches most ppl in a bad place... ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@sabotagebeats Yeah. But bitcoin dot com has nothing to do with bitcoin. It’s a propaganda site for bcash runned by the btrash scam team.,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @sabotagebeats Yeah. But bitcoin dot com has nothing to do with bitcoin. It’s a propaganda site for bcash runned by the btrash scam team. ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},what the online social media website named Twitter™ about bitcoin can i just buy some ethereum on coinbase,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: what the online social media website named Twitter™ about bitcoin can i just buy some ethereum on coinbase ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},PEOPLE   LOOK INTO A CRYPTOCURRENCY CALLED  WANCHAIN  ( WAN)   ALL IM SAYING IT WILL BE  BIGGER THAN BITCOIN !!  check it out do your own dd,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: PEOPLE   LOOK INTO A CRYPTOCURRENCY CALLED  WANCHAIN  ( WAN)   ALL IM SAYING IT WILL BE  BIGGER THAN BITCOIN !!  check it out do your own dd ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@caldwellsiegel1 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @caldwellsiegel1 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@whatbitcoindid Don't transfer more Bitcoin than you are willing to lose to your bitmex account.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @whatbitcoindid Don't transfer more Bitcoin than you are willing to lose to your bitmex account. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@Joseph66352787 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Joseph66352787 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@thelastdon430 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @thelastdon430 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@oggasbagss If you can find a bitcoin ATM you can get the wired transfer,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @oggasbagss If you can find a bitcoin ATM you can get the wired transfer ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@Bwreckless if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Bwreckless if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@A1hurns if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @A1hurns if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Instant liquidity through the API from the relevant #Minerva trading exchanges.  #ICO #Ethereum #Blockchain #Bitcoin #Crypto,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Instant liquidity through the API from the relevant #Minerva trading exchanges.  #ICO #Ethereum #Blockchain #Bitcoin #Crypto ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Backed by neither a government nor a bank, bitcoin has attracted currency speculators in recent months.",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Backed by neither a government nor a bank, bitcoin has attracted currency speculators in recent months. ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@footballman58 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @footballman58 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"This Easter i will be helping my Maglera people get involved in bitcoin mining #oneONone
😎  😎  😎",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: This Easter i will be helping my Maglera people get involved in bitcoin mining #oneONone
😎  😎  😎 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30394.88877000 | BITCOIN(BLCHAIN) R$27838.31 | LITECOIN(MCDTBC) R$573.33000000,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30394.88877000 | BITCOIN(BLCHAIN) R$27838.31 | LITECOIN(MCDTBC) R$573.33000000 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Join_Civil Fed up with all this Blockchain/Bitcoin hucksterism. Used to watch Max Keizer but bitcoin drove me away. Don’t trust any of it.,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Join_Civil Fed up with all this Blockchain/Bitcoin hucksterism. Used to watch Max Keizer but bitcoin drove me away. Don’t trust any of it. ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@ #1, Bitcoin with unit price of $8,431.17, market cap of $142,778,491,482 (44.43%), and 24 hr vol. of $5,557,890,000 (37.79%)",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @ #1, Bitcoin with unit price of $8,431.17, market cap of $142,778,491,482 (44.43%), and 24 hr vol. of $5,557,890,000 (37.79%) ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"This just in: Bitcoin is rising!
Current Rate: 8395.54 USD = 1 BTC",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: This just in: Bitcoin is rising!
Current Rate: 8395.54 USD = 1 BTC ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Mar 23, 2018 01:00AM #Bitcoin Price:
USD 8620.63 | EUR 7001.33 | JPY 911884.88",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Mar 23, 2018 01:00AM #Bitcoin Price:
USD 8620.63 | EUR 7001.33 | JPY 911884.88 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin - BTC
Price: $8,443.60
Change in 1h: +0.18%
Market cap: $142,988,988,560.00
Ranking: 1
#Bitcoin #BTC",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin - BTC
Price: $8,443.60
Change in 1h: +0.18%
Market cap: $142,988,988,560.00
Ranking: 1
#Bitcoin #BTC ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current BTC Dominance: 44.49% #Bitcoin #Altcoin #Cryptocurrency,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current BTC Dominance: 44.49% #Bitcoin #Altcoin #Cryptocurrency ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Average Bitcoin market price is: USD 8,395.54, EUR 6,813.57",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Average Bitcoin market price is: USD 8,395.54, EUR 6,813.57 ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8443.6 / 6845.488€
1 bitcoin-cash = $970.001 / 786.409€
1 ethereum = $514.614 / 417.213€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8443.6 / 6845.488€
1 bitcoin-cash = $970.001 / 786.409€
1 ethereum = $514.614 / 417.213€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin:$8443.6
Ethereum:$515.299
Bitcoin Cash:$971.412
Litecoin:$158.261
Ripple:$0.630542
IOTA:$1.25788",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin:$8443.6
Ethereum:$515.299
Bitcoin Cash:$971.412
Litecoin:$158.261
Ripple:$0.630542
IOTA:$1.25788 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8443.6 / 6845.488€
1 bitcoin-cash = $970.001 / 786.409€
1 ethereum = $514.614 / 417.213€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8443.6 / 6845.488€
1 bitcoin-cash = $970.001 / 786.409€
1 ethereum = $514.614 / 417.213€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Top 6 BTC/USD Exchange Orderbooks: Resistance til $8600:$23.0M; Support til $8100:$52.1M $BTC $BTCUSD #bitcoin #orderbook #finance #crypto,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Top 6 BTC/USD Exchange Orderbooks: Resistance til $8600:$23.0M; Support til $8100:$52.1M $BTC $BTCUSD #bitcoin #orderbook #finance #crypto ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 #BTC (#Bitcoin) quotes:
$8399.68/$8409.04 #Bitstamp
$8395.20/$8398.92 #Kraken
⇢$-13.84/$-0.76
$8353.02/$8442.01 #Coinbase
⇢$-56.02/$42.33",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 #BTC (#Bitcoin) quotes:
$8399.68/$8409.04 #Bitstamp
$8395.20/$8398.92 #Kraken
⇢$-13.84/$-0.76
$8353.02/$8442.01 #Coinbase
⇢$-56.02/$42.33 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},$ETH / $BTC marketcap ratio = 35.5% #bitcoin #cryptocurrency,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: $ETH / $BTC marketcap ratio = 35.5% #bitcoin #cryptocurrency ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},2018-03-23 08:00 UTC Bitcoin Price: 8395.52 USD,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 2018-03-23 08:00 UTC Bitcoin Price: 8395.52 USD ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@SimonBotes @brett_stclair Doubt it’ll happen - why reinvent the wheel when we already have Bitcoin, Monero, etc?",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @SimonBotes @brett_stclair Doubt it’ll happen - why reinvent the wheel when we already have Bitcoin, Monero, etc? ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#XEM Price is 0.00003276 (-0.00000010) #BTC / 0.275143 (-0.00148) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #XEM Price is 0.00003276 (-0.00000010) #BTC / 0.275143 (-0.00148) #USD. Market rank is 13. #nem #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#SUB Price is 0.00004518 (+0.00000028) #BTC / 0.379461 (+0.00149) #USD. Market rank is 117. #substratum #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #SUB Price is 0.00004518 (+0.00000028) #BTC / 0.379461 (+0.00149) #USD. Market rank is 117. #substratum #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#EOS Price is 0.00076389 (-0.00001458) #BTC / 6.41541 (-0.10976) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #EOS Price is 0.00076389 (-0.00001458) #BTC / 6.41541 (-0.10976) #USD. Market rank is 7. #eos #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#ADA Price is 0.00002235 (-0.00000028) #BTC / 0.187662 (-0.00203) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #ADA Price is 0.00002235 (-0.00000028) #BTC / 0.187662 (-0.00203) #USD. Market rank is 6. #cardano #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"BTC hourly update
$8403.88    |    +0.0011%📈
$BTC #BTCUSD #Bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BTC hourly update
$8403.88    |    +0.0011%📈
$BTC #BTCUSD #Bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#DASH Price is 0.0474086 (-0.00009870) #BTC / 398.154 (-0.05400) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #DASH Price is 0.0474086 (-0.00009870) #BTC / 398.154 (-0.05400) #USD. Market rank is 12. #dash #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#Bitcoin Price 8395.00 USD via Chain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Bitcoin Price 8395.00 USD via Chain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8395.00.,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8395.00. ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8395.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8395.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"#Bitcoin $8,403.49 v #BitcoinCash $969.54 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 17:00JST",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Bitcoin $8,403.49 v #BitcoinCash $969.54 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 17:00JST ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},They said the internet would make the world a better place. They was right. $crypto $BTC #bitcoin,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: They said the internet would make the world a better place. They was right. $crypto $BTC #bitcoin ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@WhalePanda Selling Bitcoin for BCash is actually very brave. (for different reasons),Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @WhalePanda Selling Bitcoin for BCash is actually very brave. (for different reasons) ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is 8395.00 USD,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is 8395.00 USD ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},So.... Bitcoin Crash is Twerking Complete!!!,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: So.... Bitcoin Crash is Twerking Complete!!! ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8395.00,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8395.00 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Market Update:
Bitcoin - $8,443.60 
Bitcoin Cash - $971.41 
Ethereum - $515.30 
Litecoin - $158.26 
Ripple - $0.63
#Cryptos",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Market Update:
Bitcoin - $8,443.60 
Bitcoin Cash - $971.41 
Ethereum - $515.30 
Litecoin - $158.26 
Ripple - $0.63
#Cryptos ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Bitcoin 8395.00 $,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin 8395.00 $ ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of #Bitcoin is $8395.00,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of #Bitcoin is $8395.00 ### Assistant: Neutral
